t,theta_wrapped,theta_unwrapped,gap,d_cath
16.865000,4.1887517434,4.1887517434,-6.616013e-07,2.470780e-05
16.870000,4.1887517135,4.1887517135,-6.679552e-07,2.470363e-05
16.875000,4.1887516836,4.1887516836,-6.742746e-07,2.469946e-05
16.880000,4.1887516537,4.1887516537,-6.805597e-07,2.469529e-05
16.885000,4.1887516238,4.1887516238,-6.868105e-07,2.469113e-05
16.890000,4.1887515938,4.1887515938,-6.930273e-07,2.468698e-05
16.895000,4.1887515638,4.1887515638,-6.992101e-07,2.468282e-05
16.900000,4.1887515338,4.1887515338,-7.053593e-07,2.467868e-05
16.905000,4.1887520123,4.1887520123,-7.114749e-07,2.489235e-05
16.910000,4.1887519385,4.1887519385,-7.175571e-07,2.488302e-05
16.915000,4.1887513655,4.1887513655,-4.222899e-07,2.466321e-05
16.920000,4.1887513440,4.1887513440,-4.353302e-07,2.466600e-05
16.925000,4.1887513041,4.1887513041,-4.383435e-07,2.466163e-05
16.930000,4.1887512646,4.1887512646,-4.416569e-07,2.465749e-05
